"region","zone","district","Month","Year","Date","female","male","conf_5","conf_514","conf_15","cases"
"Afar","Zone 2","Erabti","September","2022",2022-01-01,2,0,1,0,1,2
"Afar","Zone 2","Erabti","October","2022",2022-01-01,1,0,0,0,1,1
"Afar","Zone 2","Erabti","November","2022",2022-01-01,16,11,6,13,8,27
"Afar","Zone 2","Erabti","December","2022",2022-01-01,0,0,0,0,0,0
"Afar","Zone 2","Erabti","January","2022",2022-01-01,0,0,0,0,0,0
"Afar","Zone 2","Erabti","February","2022",2022-01-01,0,0,0,0,0,0
"Afar","Zone 2","Erabti","March","2022",2022-01-01,0,0,0,0,0,0
"Afar","Zone 2","Erabti","April","2022",2022-01-01,0,0,0,0,0,0
"Afar","Zone 2","Erabti","May","2022",2022-01-01,0,0,0,0,0,0
"Afar","Zone 2","Erabti","June","2022",2022-01-01,0,0,0,0,0,0
"Afar","Zone 2","Koneba","July","2022",2022-01-01,80,68,30,56,62,148
"Afar","Zone 2","Koneba","August","2022",2022-01-01,54,45,9,30,60,99
"Afar","Zone 2","Koneba","September","2022",2022-01-01,28,26,11,18,25,54
"Afar","Zone 2","Koneba","October","2022",2022-01-01,46,44,9,35,46,90
"Afar","Zone 2","Koneba","November","2022",2022-01-01,64,66,17,46,67,130
"Afar","Zone 2","Koneba","December","2022",2022-01-01,80,92,24,51,97,172
"Afar","Zone 2","Koneba","January","2022",2022-01-01,0,0,0,0,0,0
"Afar","Zone 2","Koneba","February","2022",2022-01-01,0,0,0,0,0,0
"Afar","Zone 2","Koneba","March","2022",2022-01-01,0,0,0,0,0,0
"Afar","Zone 2","Koneba","April","2022",2022-01-01,0,0,0,0,0,0
"Afar","Zone 2","Koneba","May","2022",2022-01-01,0,0,0,0,0,0
"Afar","Zone 2","Koneba","June","2022",2022-01-01,0,0,0,0,0,0
"Afar","Zone 2","Magale","July","2022",2022-01-01,448,381,325,252,252,829
"Afar","Zone 2","Magale","August","2022",2022-01-01,254,203,153,165,139,457
"Afar","Zone 2","Magale","September","2022",2022-01-01,355,328,224,228,231,683
"Afar","Zone 2","Magale","October","2022",2022-01-01,287,279,205,184,177,566
"Afar","Zone 2","Magale","November","2022",2022-01-01,185,197,127,138,117,382
"Afar","Zone 2","Magale","December","2022",2022-01-01,0,0,0,0,0,0
"Afar","Zone 2","Magale","January","2022",2022-01-01,0,0,0,0,0,0
"Afar","Zone 2","Magale","February","2022",2022-01-01,0,0,0,0,0,0
"Afar","Zone 2","Magale","March","2022",2022-01-01,0,0,0,0,0,0
"Afar","Zone 2","Magale","April","2022",2022-01-01,0,0,0,0,0,0
"Afar","Zone 2","Magale","May","2022",2022-01-01,0,0,0,0,0,0
"Afar","Zone 2","Magale","June","2022",2022-01-01,0,0,0,0,0,0
"Afar","Zone 3","Amibara","July","2022",2022-01-01,874,667,404,256,881,1541
"Afar","Zone 3","Amibara","August","2022",2022-01-01,913,754,367,301,999,1667
"Afar","Zone 3","Amibara","September","2022",2022-01-01,721,803,286,371,867,1524
"Afar","Zone 3","Amibara","October","2022",2022-01-01,355,429,95,128,561,784
"Afar","Zone 3","Amibara","November","2022",2022-01-01,319,339,77,122,459,658
"Afar","Zone 3","Amibara","December","2022",2022-01-01,286,314,83,138,379,600
"Afar","Zone 3","Amibara","January","2022",2022-01-01,262,278,93,158,289,540
"Afar","Zone 3","Amibara","February","2022",2022-01-01,218,351,96,128,345,569
"Afar","Zone 3","Amibara","March","2022",2022-01-01,304,275,99,123,357,579
"Afar","Zone 3","Amibara","April","2022",2022-01-01,499,452,149,213,589,951
"Afar","Zone 3","Amibara","May","2022",2022-01-01,361,424,164,206,415,785
"Afar","Zone 3","Amibara","June","2022",2022-01-01,395,360,159,157,439,755
"Afar","Zone 3","Argoba Special","July","2022",2022-01-01,18,17,2,21,12,35
"Afar","Zone 3","Argoba Special","August","2022",2022-01-01,26,26,5,27,20,52
"Afar","Zone 3","Argoba Special","September","2022",2022-01-01,43,32,11,51,13,75
"Afar","Zone 3","Argoba Special","October","2022",2022-01-01,49,65,13,59,42,114
"Afar","Zone 3","Argoba Special","November","2022",2022-01-01,6,14,0,11,9,20
"Afar","Zone 3","Argoba Special","December","2022",2022-01-01,13,18,0,13,18,31
"Afar","Zone 3","Argoba Special","January","2022",2022-01-01,30,28,9,27,22,58
"Afar","Zone 3","Argoba Special","February","2022",2022-01-01,16,19,0,18,17,35
"Afar","Zone 3","Argoba Special","March","2022",2022-01-01,13,16,6,1,22,29
"Afar","Zone 3","Argoba Special","April","2022",2022-01-01,15,39,0,12,42,54
"Afar","Zone 3","Argoba Special","May","2022",2022-01-01,14,25,4,20,15,39
"Afar","Zone 3","Argoba Special","June","2022",2022-01-01,20,22,8,24,10,42
"Afar","Zone 3","Awash Fenteale","July","2022",2022-01-01,67,150,24,38,155,217
"Afar","Zone 3","Awash Fenteale","August","2022",2022-01-01,123,186,37,50,222,309
"Afar","Zone 3","Awash Fenteale","September","2022",2022-01-01,313,650,106,94,763,963
"Afar","Zone 3","Awash Fenteale","October","2022",2022-01-01,196,426,63,89,470,622
"Afar","Zone 3","Awash Fenteale","November","2022",2022-01-01,187,301,67,69,352,488
"Afar","Zone 3","Awash Fenteale","December","2022",2022-01-01,165,225,38,49,303,390
"Afar","Zone 3","Awash Fenteale","January","2022",2022-01-01,187,278,48,78,339,465
"Afar","Zone 3","Awash Fenteale","February","2022",2022-01-01,145,226,50,78,243,371
"Afar","Zone 3","Awash Fenteale","March","2022",2022-01-01,147,243,58,57,275,390
"Afar","Zone 3","Awash Fenteale","April","2022",2022-01-01,173,289,83,71,308,462
"Afar","Zone 3","Awash Fenteale","May","2022",2022-01-01,138,291,64,84,281,429
"Afar","Zone 3","Awash Fenteale","June","2022",2022-01-01,144,193,38,70,229,337
"Afar","Zone 3","Awash Town","July","2022",2022-01-01,0,6,0,0,6,6
"Afar","Zone 3","Awash Town","August","2022",2022-01-01,3,8,1,3,7,11
"Afar","Zone 3","Awash Town","September","2022",2022-01-01,4,5,0,0,9,9
"Afar","Zone 3","Awash Town","October","2022",2022-01-01,4,17,0,1,20,21
"Afar","Zone 3","Awash Town","November","2022",2022-01-01,14,5,2,4,13,19
"Afar","Zone 3","Awash Town","December","2022",2022-01-01,3,11,1,2,11,14
"Afar","Zone 3","Awash Town","January","2022",2022-01-01,2,12,1,1,12,14
"Afar","Zone 3","Awash Town","February","2022",2022-01-01,4,9,1,2,10,13
"Afar","Zone 3","Awash Town","March","2022",2022-01-01,1,6,2,0,5,7
"Afar","Zone 3","Awash Town","April","2022",2022-01-01,3,5,2,1,5,8
"Afar","Zone 3","Awash Town","May","2022",2022-01-01,1,2,0,1,2,3
"Afar","Zone 3","Awash Town","June","2022",2022-01-01,3,2,0,2,3,5
"Afar","Zone 3","Dulecha","July","2022",2022-01-01,103,97,54,51,95,200
"Afar","Zone 3","Dulecha","August","2022",2022-01-01,83,93,40,46,90,176
"Afar","Zone 3","Dulecha","September","2022",2022-01-01,92,91,23,46,114,183
"Afar","Zone 3","Dulecha","October","2022",2022-01-01,93,113,35,51,120,206
"Afar","Zone 3","Dulecha","November","2022",2022-01-01,81,86,27,46,94,167
"Afar","Zone 3","Dulecha","December","2022",2022-01-01,37,49,9,19,58,86
"Afar","Zone 3","Dulecha","January","2022",2022-01-01,99,104,38,43,122,203
"Afar","Zone 3","Dulecha","February","2022",2022-01-01,42,50,17,22,53,92
"Afar","Zone 3","Dulecha","March","2022",2022-01-01,81,98,24,42,113,179
"Afar","Zone 3","Dulecha","April","2022",2022-01-01,113,116,49,59,121,229
"Afar","Zone 3","Dulecha","May","2022",2022-01-01,60,61,26,31,64,121
"Afar","Zone 3","Dulecha","June","2022",2022-01-01,97,102,51,59,89,199
"Afar","Zone 3","Galalo","July","2022",2022-01-01,156,139,60,89,146,295
"Afar","Zone 3","Galalo","August","2022",2022-01-01,87,98,44,56,85,185
"Afar","Zone 3","Galalo","September","2022",2022-01-01,46,85,22,65,44,131
"Afar","Zone 3","Galalo","October","2022",2022-01-01,61,84,40,49,56,145
"Afar","Zone 3","Galalo","November","2022",2022-01-01,49,63,27,42,43,112
"Afar","Zone 3","Galalo","December","2022",2022-01-01,73,70,30,53,60,143
"Afar","Zone 3","Galalo","January","2022",2022-01-01,122,121,50,90,103,243
"Afar","Zone 3","Galalo","February","2022",2022-01-01,136,114,61,73,116,250
"Afar","Zone 3","Galalo","March","2022",2022-01-01,116,130,38,82,126,246
"Afar","Zone 3","Galalo","April","2022",2022-01-01,94,92,37,62,87,186
"Afar","Zone 3","Galalo","May","2022",2022-01-01,73,85,20,69,69,158
"Afar","Zone 3","Galalo","June","2022",2022-01-01,33,58,12,41,38,91
"Afar","Zone 3","Gewane","July","2022",2022-01-01,74,98,37,66,69,172
"Afar","Zone 3","Gewane","August","2022",2022-01-01,83,75,59,44,55,158
"Afar","Zone 3","Gewane","September","2022",2022-01-01,88,71,29,41,89,159
"Afar","Zone 3","Gewane","October","2022",2022-01-01,55,47,35,26,41,102
"Afar","Zone 3","Gewane","November","2022",2022-01-01,99,75,29,50,95,174
"Afar","Zone 3","Gewane","December","2022",2022-01-01,105,87,59,31,102,192
"Afar","Zone 3","Gewane","January","2022",2022-01-01,71,110,32,61,88,181
"Afar","Zone 3","Gewane","February","2022",2022-01-01,80,91,35,33,103,171
"Afar","Zone 3","Gewane","March","2022",2022-01-01,93,141,41,56,137,234
"Afar","Zone 3","Gewane","April","2022",2022-01-01,97,118,44,37,134,215
"Afar","Zone 3","Gewane","May","2022",2022-01-01,19,22,8,12,21,41
"Afar","Zone 3","Gewane","June","2022",2022-01-01,89,97,42,38,106,186
"Afar","Zone 3","Hanruka","July","2022",2022-01-01,205,168,127,88,158,373
"Afar","Zone 3","Hanruka","August","2022",2022-01-01,52,65,32,40,45,117
"Afar","Zone 3","Hanruka","September","2022",2022-01-01,176,156,111,108,113,332
"Afar","Zone 3","Hanruka","October","2022",2022-01-01,214,233,142,119,186,447
"Afar","Zone 3","Hanruka","November","2022",2022-01-01,143,160,102,65,136,303
"Afar","Zone 3","Hanruka","December","2022",2022-01-01,88,98,60,54,72,186
"Afar","Zone 3","Hanruka","January","2022",2022-01-01,175,165,102,108,130,340
"Afar","Zone 3","Hanruka","February","2022",2022-01-01,104,113,54,73,90,217
"Afar","Zone 3","Hanruka","March","2022",2022-01-01,132,139,106,61,104,271
"Afar","Zone 3","Hanruka","April","2022",2022-01-01,115,171,91,98,97,286
"Afar","Zone 3","Hanruka","May","2022",2022-01-01,93,101,45,73,76,194
"Afar","Zone 3","Hanruka","June","2022",2022-01-01,123,132,68,65,122,255
"Afar","Zone 4","Awura","July","2022",2022-01-01,0,0,0,0,0,0
"Afar","Zone 4","Awura","August","2022",2022-01-01,0,0,0,0,0,0
"Afar","Zone 4","Awura","September","2022",2022-01-01,0,0,0,0,0,0
"Afar","Zone 4","Awura","October","2022",2022-01-01,0,0,0,0,0,0
"Afar","Zone 4","Awura","November","2022",2022-01-01,0,0,0,0,0,0
"Afar","Zone 4","Awura","December","2022",2022-01-01,65,52,19,39,59,117
"Afar","Zone 4","Awura","January","2022",2022-01-01,227,227,106,127,221,454
"Afar","Zone 4","Awura","February","2022",2022-01-01,351,314,210,228,227,665
"Afar","Zone 4","Awura","March","2022",2022-01-01,303,286,149,171,269,589
"Afar","Zone 4","Awura","April","2022",2022-01-01,689,601,348,362,580,1290
"Afar","Zone 4","Awura","May","2022",2022-01-01,346,422,218,179,371,768
"Afar","Zone 4","Awura","June","2022",2022-01-01,266,350,171,194,251,616
"Afar","Zone 4","Ewa","July","2022",2022-01-01,0,0,0,0,0,0
"Afar","Zone 4","Ewa","August","2022",2022-01-01,0,0,0,0,0,0
"Afar","Zone 4","Ewa","September","2022",2022-01-01,0,0,0,0,0,0
"Afar","Zone 4","Ewa","October","2022",2022-01-01,0,0,0,0,0,0
"Afar","Zone 4","Ewa","November","2022",2022-01-01,0,0,0,0,0,0
"Afar","Zone 4","Ewa","December","2022",2022-01-01,0,0,0,0,0,0
"Afar","Zone 4","Ewa","January","2022",2022-01-01,172,161,52,103,178,333
"Afar","Zone 4","Ewa","February","2022",2022-01-01,240,209,29,139,281,449
"Afar","Zone 4","Ewa","March","2022",2022-01-01,432,362,23,197,574,794
"Afar","Zone 4","Ewa","April","2022",2022-01-01,0,0,0,0,0,0
"Afar","Zone 4","Ewa","May","2022",2022-01-01,0,0,0,0,0,0
"Afar","Zone 4","Ewa","June","2022",2022-01-01,54,71,40,48,37,125
"Afar","Zone 4","Gulina","July","2022",2022-01-01,0,0,0,0,0,0
"Afar","Zone 4","Gulina","August","2022",2022-01-01,0,0,0,0,0,0
"Afar","Zone 4","Gulina","September","2022",2022-01-01,0,0,0,0,0,0
"Afar","Zone 4","Gulina","October","2022",2022-01-01,0,0,0,0,0,0
"Afar","Zone 4","Gulina","November","2022",2022-01-01,0,0,0,0,0,0
"Afar","Zone 4","Gulina","December","2022",2022-01-01,0,0,0,0,0,0
"Afar","Zone 4","Gulina","January","2022",2022-01-01,32,45,26,19,32,77
"Afar","Zone 4","Gulina","February","2022",2022-01-01,132,173,104,66,135,305
"Afar","Zone 4","Gulina","March","2022",2022-01-01,113,149,85,75,102,262
"Afar","Zone 4","Gulina","April","2022",2022-01-01,104,130,68,67,99,234
"Afar","Zone 4","Gulina","May","2022",2022-01-01,0,0,0,0,0,0
"Afar","Zone 4","Gulina","June","2022",2022-01-01,97,121,80,70,68,218
"Afar","Zone 4","Teru","July","2022",2022-01-01,45,31,25,10,41,76
"Afar","Zone 4","Teru","August","2022",2022-01-01,57,54,19,40,52,111
"Afar","Zone 4","Teru","September","2022",2022-01-01,111,99,46,60,104,210
"Afar","Zone 4","Teru","October","2022",2022-01-01,106,106,51,65,96,212
"Afar","Zone 4","Teru","November","2022",2022-01-01,112,118,71,84,75,230
"Afar","Zone 4","Teru","December","2022",2022-01-01,78,71,35,55,59,149
"Afar","Zone 4","Teru","January","2022",2022-01-01,74,71,29,48,68,145
"Afar","Zone 4","Teru","February","2022",2022-01-01,86,75,39,56,66,161
"Afar","Zone 4","Teru","March","2022",2022-01-01,51,51,15,31,56,102
"Afar","Zone 4","Teru","April","2022",2022-01-01,54,53,23,29,55,107
"Afar","Zone 4","Teru","May","2022",2022-01-01,55,77,29,34,69,132
"Afar","Zone 4","Teru","June","2022",2022-01-01,46,61,38,44,25,107
"Afar","Zone 4","Yallo","July","2022",2022-01-01,0,0,0,0,0,0
"Afar","Zone 4","Yallo","August","2022",2022-01-01,0,0,0,0,0,0
"Afar","Zone 4","Yallo","September","2022",2022-01-01,0,0,0,0,0,0
"Afar","Zone 4","Yallo","October","2022",2022-01-01,0,0,0,0,0,0
"Afar","Zone 4","Yallo","November","2022",2022-01-01,0,0,0,0,0,0
"Afar","Zone 4","Yallo","December","2022",2022-01-01,0,0,0,0,0,0
"Afar","Zone 4","Yallo","January","2022",2022-01-01,0,0,0,0,0,0
"Afar","Zone 4","Yallo","February","2022",2022-01-01,0,0,0,0,0,0
"Afar","Zone 4","Yallo","March","2022",2022-01-01,0,0,0,0,0,0
"Afar","Zone 4","Yallo","April","2022",2022-01-01,0,0,0,0,0,0
"Afar","Zone 4","Yallo","May","2022",2022-01-01,0,0,0,0,0,0
"Afar","Zone 4","Yallo","June","2022",2022-01-01,0,0,0,0,0,0
"Afar","Zone 5","Dalifaghe","July","2022",2022-01-01,44,38,44,17,21,82
"Afar","Zone 5","Dalifaghe","August","2022",2022-01-01,48,59,20,40,47,107
"Afar","Zone 5","Dalifaghe","September","2022",2022-01-01,87,115,44,75,83,202
"Afar","Zone 5","Dalifaghe","October","2022",2022-01-01,59,77,47,47,42,136
"Afar","Zone 5","Dalifaghe","November","2022",2022-01-01,57,72,50,45,34,129
"Afar","Zone 5","Dalifaghe","December","2022",2022-01-01,64,68,40,49,43,132
"Afar","Zone 5","Dalifaghe","January","2022",2022-01-01,83,107,53,48,89,190
"Afar","Zone 5","Dalifaghe","February","2022",2022-01-01,95,112,56,61,90,207
"Afar","Zone 5","Dalifaghe","March","2022",2022-01-01,48,86,39,43,52,134
"Afar","Zone 5","Dalifaghe","April","2022",2022-01-01,26,36,20,19,23,62
"Afar","Zone 5","Dalifaghe","May","2022",2022-01-01,36,42,33,25,20,78
"Afar","Zone 5","Dalifaghe","June","2022",2022-01-01,0,0,0,0,0,0
"Afar","Zone 5","Dewe","July","2022",2022-01-01,20,34,16,17,21,54
"Afar","Zone 5","Dewe","August","2022",2022-01-01,25,29,11,15,28,54
"Afar","Zone 5","Dewe","September","2022",2022-01-01,28,71,30,25,44,99
"Afar","Zone 5","Dewe","October","2022",2022-01-01,54,74,28,24,76,128
"Afar","Zone 5","Dewe","November","2022",2022-01-01,31,39,17,17,36,70
"Afar","Zone 5","Dewe","December","2022",2022-01-01,40,55,19,27,49,95
"Afar","Zone 5","Dewe","January","2022",2022-01-01,57,83,39,37,64,140
"Afar","Zone 5","Dewe","February","2022",2022-01-01,59,88,40,47,60,147
"Afar","Zone 5","Dewe","March","2022",2022-01-01,63,64,36,31,60,127
"Afar","Zone 5","Dewe","April","2022",2022-01-01,52,69,26,32,63,121
"Afar","Zone 5","Dewe","May","2022",2022-01-01,31,31,7,14,41,62
"Afar","Zone 5","Dewe","June","2022",2022-01-01,20,13,9,8,16,33
"Afar","Zone 5","Hadeleala","July","2022",2022-01-01,123,131,63,97,94,254
"Afar","Zone 5","Hadeleala","August","2022",2022-01-01,186,190,97,157,122,376
"Afar","Zone 5","Hadeleala","September","2022",2022-01-01,329,325,204,229,221,654
"Afar","Zone 5","Hadeleala","October","2022",2022-01-01,198,173,78,144,149,371
"Afar","Zone 5","Hadeleala","November","2022",2022-01-01,134,153,76,115,96,287
"Afar","Zone 5","Hadeleala","December","2022",2022-01-01,198,178,64,132,180,376
"Afar","Zone 5","Hadeleala","January","2022",2022-01-01,179,159,95,118,125,338
"Afar","Zone 5","Hadeleala","February","2022",2022-01-01,224,179,101,155,147,403
"Afar","Zone 5","Hadeleala","March","2022",2022-01-01,174,152,85,115,126,326
"Afar","Zone 5","Hadeleala","April","2022",2022-01-01,157,150,83,104,120,307
"Afar","Zone 5","Hadeleala","May","2022",2022-01-01,121,121,62,85,95,242
"Afar","Zone 5","Hadeleala","June","2022",2022-01-01,121,145,74,100,92,266
"Afar","Zone 5","Semirobi","July","2022",2022-01-01,15,15,10,7,13,30
"Afar","Zone 5","Semirobi","August","2022",2022-01-01,78,63,37,60,44,141
"Afar","Zone 5","Semirobi","September","2022",2022-01-01,32,36,23,21,24,68
"Afar","Zone 5","Semirobi","October","2022",2022-01-01,20,24,8,15,21,44
"Afar","Zone 5","Semirobi","November","2022",2022-01-01,29,24,11,19,23,53
"Afar","Zone 5","Semirobi","December","2022",2022-01-01,26,20,16,21,9,46
"Afar","Zone 5","Semirobi","January","2022",2022-01-01,20,16,10,11,15,36
"Afar","Zone 5","Semirobi","February","2022",2022-01-01,32,34,18,10,38,66
"Afar","Zone 5","Semirobi","March","2022",2022-01-01,25,41,23,19,24,66
"Afar","Zone 5","Semirobi","April","2022",2022-01-01,17,29,5,21,20,46
"Afar","Zone 5","Semirobi","May","2022",2022-01-01,41,39,32,29,19,80
"Afar","Zone 5","Semirobi","June","2022",2022-01-01,11,15,11,9,6,26
"Afar","Zone 5","Telalak","July","2022",2022-01-01,30,27,19,18,20,57
"Afar","Zone 5","Telalak","August","2022",2022-01-01,37,40,11,27,39,77
"Afar","Zone 5","Telalak","September","2022",2022-01-01,93,103,42,65,89,196
"Afar","Zone 5","Telalak","October","2022",2022-01-01,87,92,26,41,112,179
"Afar","Zone 5","Telalak","November","2022",2022-01-01,9,10,5,8,6,19
"Afar","Zone 5","Telalak","December","2022",2022-01-01,12,31,11,9,23,43
"Afar","Zone 5","Telalak","January","2022",2022-01-01,49,58,28,29,50,107
"Afar","Zone 5","Telalak","February","2022",2022-01-01,128,159,62,109,116,287
"Afar","Zone 5","Telalak","March","2022",2022-01-01,87,141,53,62,113,228
"Afar","Zone 5","Telalak","April","2022",2022-01-01,23,25,16,13,19,48
"Afar","Zone 5","Telalak","May","2022",2022-01-01,114,122,57,71,108,236
"Afar","Zone 5","Telalak","June","2022",2022-01-01,85,116,44,46,111,201
"Gambella","Agniwa","Abobo","July","2022",2022-01-01,248,259,136,163,208,507
"Gambella","Agniwa","Abobo","August","2022",2022-01-01,224,262,142,152,192,486
"Gambella","Agniwa","Abobo","September","2022",2022-01-01,372,476,230,279,339,848
"Gambella","Agniwa","Abobo","October","2022",2022-01-01,492,480,316,300,356,972
"Gambella","Agniwa","Abobo","November","2022",2022-01-01,709,715,385,418,621,1424
"Gambella","Agniwa","Abobo","December","2022",2022-01-01,623,625,347,369,532,1248
"Gambella","Agniwa","Abobo","January","2022",2022-01-01,390,360,224,226,300,750
"Gambella","Agniwa","Abobo","February","2022",2022-01-01,332,279,204,203,204,611
"Gambella","Agniwa","Abobo","March","2022",2022-01-01,343,293,208,219,209,636
"Gambella","Agniwa","Abobo","April","2022",2022-01-01,480,423,188,259,456,903
"Gambella","Agniwa","Abobo","May","2022",2022-01-01,0,0,0,0,0,0
"Gambella","Agniwa","Abobo","June","2022",2022-01-01,732,751,382,530,571,1483
"Gambella","Agniwa","Dimma","July","2022",2022-01-01,130,152,77,60,145,282
"Gambella","Agniwa","Dimma","August","2022",2022-01-01,313,306,134,176,309,619
"Gambella","Agniwa","Dimma","September","2022",2022-01-01,250,272,124,138,260,522
"Gambella","Agniwa","Dimma","October","2022",2022-01-01,233,227,110,139,211,460
"Gambella","Agniwa","Dimma","November","2022",2022-01-01,209,243,116,131,205,452
"Gambella","Agniwa","Dimma","December","2022",2022-01-01,304,299,159,151,293,603
"Gambella","Agniwa","Dimma","January","2022",2022-01-01,83,83,38,56,72,166
"Gambella","Agniwa","Dimma","February","2022",2022-01-01,157,142,90,105,104,299
"Gambella","Agniwa","Dimma","March","2022",2022-01-01,209,329,128,96,314,538
"Gambella","Agniwa","Dimma","April","2022",2022-01-01,344,357,162,171,368,701
"Gambella","Agniwa","Dimma","May","2022",2022-01-01,85,72,39,34,84,157
"Gambella","Agniwa","Dimma","June","2022",2022-01-01,266,269,96,127,312,535
"Gambella","Agniwa","Gambella Zuria","July","2022",2022-01-01,99,116,33,82,100,215
"Gambella","Agniwa","Gambella Zuria","August","2022",2022-01-01,228,268,167,105,224,496
"Gambella","Agniwa","Gambella Zuria","September","2022",2022-01-01,122,213,43,71,221,335
"Gambella","Agniwa","Gambella Zuria","October","2022",2022-01-01,280,466,153,164,429,746
"Gambella","Agniwa","Gambella Zuria","November","2022",2022-01-01,296,372,111,136,421,668
"Gambella","Agniwa","Gambella Zuria","December","2022",2022-01-01,354,317,113,219,339,671
"Gambella","Agniwa","Gambella Zuria","January","2022",2022-01-01,235,323,123,175,260,558
"Gambella","Agniwa","Gambella Zuria","February","2022",2022-01-01,217,251,89,83,296,468
"Gambella","Agniwa","Gambella Zuria","March","2022",2022-01-01,239,300,143,123,273,539
"Gambella","Agniwa","Gambella Zuria","April","2022",2022-01-01,203,218,91,83,247,421
"Gambella","Agniwa","Gambella Zuria","May","2022",2022-01-01,329,401,115,172,443,730
"Gambella","Agniwa","Gambella Zuria","June","2022",2022-01-01,389,443,153,245,434,832
"Gambella","Agniwa","Gog","July","2022",2022-01-01,109,82,76,68,47,191
"Gambella","Agniwa","Gog","August","2022",2022-01-01,75,48,70,39,14,123
"Gambella","Agniwa","Gog","September","2022",2022-01-01,148,138,172,62,52,286
"Gambella","Agniwa","Gog","October","2022",2022-01-01,94,73,73,42,52,167
"Gambella","Agniwa","Gog","November","2022",2022-01-01,72,71,68,51,24,143
